numVertebrae,vertebraeRadius,numLegs,numLegSegments,legLength,final_loss
3,0.018498852905513934,5,2,0.01,-0.15727883577346802
3,0.041077379075288634,1,3,0.010186054615696542,-0.2577299177646637
3,0.035506991293530625,1,4,0.01,-0.2745775580406189
4,0.026078957629607977,6,3,0.018377402088174923,-0.22517549991607666
3,0.028125390048327276,1,4,0.013148705395855814,-0.18867197632789612
4,0.039560059249885454,2,4,0.017325048211661566,-0.3160881996154785
4,0.04330447599710142,2,4,0.016895514252331087,-0.2781151831150055
4,0.04412737347558665,2,5,0.01728866164602019,-0.41531243920326233
