numVertebrae,vertebraeRadius,numLegs,numLegSegments,legLength,final_loss
4,0.020262805615628193,1,1,0.016646434151765394,-0.1879064440727234
5,0.04032766301329952,2,2,0.01,-0.325276643037796
2,0.02983000652695107,1,2,0.01644260117151086,-0.2319064885377884
5,0.047730734501533235,1,1,0.01,-0.3700416386127472
3,0.034341209580667546,1,3,0.016251493549974932,-0.35160622000694275
5,0.044220916247856734,2,1,0.01,-0.32819417119026184
2,0.03102687852947044,1,3,0.01,-0.22000859677791595
6,0.05043336184549991,1,2,0.010672276076502483,-0.6065382361412048
3,0.03747933530244625,1,4,0.02161520683808743,-0.45648691058158875
